referencia,estado,fuente,doi,titulo_encontrado,autor_encontrado,anio_referencia,anio_encontrado,retractada,score_titulo,detalle
"NASA Shuttle Radar Topography Mission , 2013, Shuttle Radar Topography Mission (SRTM) Global, distributed by OpenTopography: https://doi.org/10.5069/G9445JDF (accessed June 2023).",NO VERIFICABLE,,,,,2013,,,,El DOI citado no existe en Crossref (posible alucinación)
"Fedorov, F. (1979). The Lorentz Group, Science. (In Russian).",NO VERIFICABLE,,,,,1979,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Liszewska Agnieszka, „Zgoda pacjenta na zabieg leczniczy” Państwo i Prawo, z. 1 (1997): 36-48.",METADATOS DUDOSOS,Crossref,10.31749/pismzp2015/20337,Zgoda pacjenta na zabieg leczniczy,Rej-Kietla,1997,2015,NO,1.0,Año citado (1997) no coincide con el registrado (2015)
"Münkler, Herfried. Marx, Wagner, Nietzsche. Welt im Umbruch. Berlin: Rowohlt, 2021.",VERIFICADA,Crossref,10.1163/15700739-07403009,"Herfried Münkler: Marx, Wagner, Nietzsche. Welt im Umbruch, Berlin: Rowohlt 2021, 720 S.",Altmann,2021,2022,NO,1.0,
"Guernsey, Paul. 2017. “Post-Humanist Pragmatism,” Transactions of the Charles S. Peirce Society, Vol. 53, No. 2, pp. 246–269.",VERIFICADA,Crossref,10.2979/trancharpeirsoc.53.2.04,Post-Humanist Pragmatism,Paul Guernsey,2017,2017,NO,1.0,
"MOREIRA, Marco Antonio. Unidades de Ensino Potencialmente Significativas – UEPS. Aprendizagem Significativa em Revista, v. 1, n. 2, p. 43-63, 2011. Disponível em: http://www.ufrgs.br/asr/artigos/ArtigoID10/v1n2a2011.pdf. Acesso em: 24 jul. 2021.",NO VERIFICABLE,,,,,2011,,,0.86,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Kim, A. (2015). Herbart, Johann Friedrich. Stanford Encyclopedia of Philosophy. Retrieved January 11, 2024 from https://bit.ly/48vp88N.",NO VERIFICABLE,,,,,2015,,,0.6,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Skreczko, Adam. 2007. „Ewangelizacja w rodzinie i przez rodzinę”. Roczniki Teologiczno-Kanoniczne, 6: 119-128.",NO VERIFICABLE,,,,,2007,,,0.17,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Damerau–Levenshtein distance. Retrieved from https://wikichi.ru/wiki/Damerau%E2%80%93Levenshtein_distance (Accessed: 07.12.2023). [in Russian language],NO VERIFICABLE,,,,,2023,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Singh, V.: Univalent functions with bounded derivative in the unit disc. Indian J. Pure Appl. Math. 8(11), 1370–1377 (1977). https://archive.org/stream/in.ernet.dli.2015.205676/2015.205676.Indian-Journal_djvu.txt",NO VERIFICABLE,,,,,1977,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Nutritrack. The Nutritrack database. 2023. https://diet.auckland.ac.nz/projects/nutritrack. Accessed 22 Jan 2024.,NO VERIFICABLE,,,,,2023,,,0.14,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Bayat, A. (2006). Ortadoğu'da Maduniyet. (Ö. Gökmen, S. Deren, Çev.) İletişim Yayınları.",NO VERIFICABLE,,,,,2006,,,0.2,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
National Credit Regulator. (2019). Credit Bureau Monitor. Third Quarter. https://www.ncr.org.za/documents/CBM/CBM%20Q2%202019.pdf,NO VERIFICABLE,,,,,2019,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Putnam, Hilary. 1981. Reason, Truth and History. Cambridge: Cambridge University Press.",NO VERIFICABLE,,,,,1981,,,0.91,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Whitehurst EA (1951) Soniscope tests concrete structures. J Am Concrete Inst 47:443–444,VERIFICADA,Crossref,10.14359/12004,Soniscope Tests Concrete Structures,,1951,1951,NO,1.0,
"Pountain, Christopher J. y Bozena Wislocka Breit (eds.), 2021. New Worlds for Old Words / Mundos nuevos para viejas palabras. The impact of cultured borrowing on the languages of Western Europe / El impacto de los cultismos en los idiomas de Europa occidental, Wilmington, Delaware / Málaga, Vernon Press.",METADATOS DUDOSOS,Crossref,10.31819/rili-2025-234518,Christopher Pountain / Bozena Wislocka Breit (eds.): New Worlds for Old Words. The Impact of Cultured Borrowing on the Languages of Western Europe / Mundos nuevos para viejas palabras. El impacto de los cultismos en los idiomas de Europa Occidental,Georgescu,2021,2025,NO,1.0,Año citado (2021) no coincide con el registrado (2025)
"EN 410:2011, “Glass in building - Determination of luminous and solar characteristics of glazing”, CEN, 2011",VERIFICADA,Crossref,10.3403/01445477,Glass in building. Determination of luminous and solar characteristics of glazing,,2011,,NO,1.0,
"McCabe, H. God Still Matters. by B. Davies, ed. London: Continuum, 2002.",NO VERIFICABLE,,,,,2002,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Rorty, Richard. 1979. Philosophy and the Mirror of Nature. Princeton, NJ: Princeton University Press.",NO VERIFICABLE,,,,,1979,,,0.91,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Wrenn, Chase. 2005. “Pragmatism, Truth, and Inquiry,” Contemporary Pragmatism, Vol. 1, No. 2: 95–113.",VERIFICADA,Crossref,10.1163/18758185-90000004,"Pragmatism, Truth, and Inquiry",Wrenn,2005,2005,NO,1.0,
"Yuan Z, Jiang Y, Li J, Huang H. Hybrid-DNNs: Hybrid Deep Neural Networks for Mixed Inputs. Cornell University Library; 2020. Available from: arXiv.org.",NO VERIFICABLE,,,,,2020,,,0.57,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Su, H.X. (2005). Analysis and Simulation of Picea schrenkiana var. tianschanica Forest Growth Under Global Climate Change. [Ph.D. Thesis, Institute of Botany, Chinese Academy of Sciences]. (In Chinese).",NO VERIFICABLE,,,,,2005,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Clavería Nadal, Gloria, 2013. «La formación de palabras y el cultismo», en Isabel Pujol (ed.), Formación de palabras y diacronía, A Coruña, Universidade, 49–68.",NO VERIFICABLE,,,,,2013,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Cross PG, West MR (2019) Simulation of hypersonic flowfields using star-ccm+. Naval Air Warfare Center Weapons Division",NO VERIFICABLE,,,,,2019,,,0.36,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
US Department of Agriculture (USDA). Oilseeds: World markets and trade. https://apps.fas.usda.gov/psdonline/circulars/oilseeds.pdf. Accessed on 3 Sep. 2024,VERIFICADA,Crossref,10.4135/9781452240220.n40,Department of Agriculture (USDA),,2024,,NO,1.0,
"Lehmann, E. L. and Scheffé, H. (1955). Completeness, similar regions and unbiased estimation-Part II. Sankhyā, 15, 219–236.",METADATOS DUDOSOS,Crossref,10.1007/978-1-4614-1412-4_24,"Completeness, Similar Regions, and Unbiased Estimation—Part II",Lehmann,1955,2011,NO,1.0,Año citado (1955) no coincide con el registrado (2011)
"Renault, L., J. C. McWilliams, and S. Masson, 2017: Satellite observations of imprint of oceanic current on wind stress by air-sea coupling. Sci. Rep., 7, 17747, https://doi.org/10.1038/s41598-017-17939-1.",VERIFICADA,Crossref,10.1038/s41598-017-17939-1,Satellite Observations of Imprint of Oceanic Current on Wind Stress by Air-Sea Coupling,Renault,2017,2017,NO,1.0,
Tripathi M Yeager M. TEFCA Live! The Future of Network Interoperability Is Here. Health Affairs Forefront. December 12 2023. Accessed on May 23 2024. https://www.healthaffairs.org/content/forefront/tefca-live-future-network-interoperability-here.,VERIFICADA,Crossref,10.1377/forefront.20231211.267976,TEFCA Live! The Future Of Network Interoperability Is Here,,2023,2023,NO,1.0,
"Philadelphia Water Department, 2009. Green City Clean Waters: The City of Philadelphia’s Program for Combined Sewer Overflow Control: A Long Term Control Plan Update.",NO VERIFICABLE,,,,,2009,,,0.73,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"S. Rajesh and V.J. Badheka, Proc. Inst. Mech. Eng. Part L J. Mater. Des. Appl. 233, 1053 (2017).",NO VERIFICABLE,,,,,2017,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Shah MF (2023) Crouching tiger, hidden danger at Felda area. https://www.thestar.com.my/news/nation/2023/05/01/crouching-tiger-hidden-danger-at-felda-area. Accessed 15 Aug 2023",VERIFICADA,Crossref,10.3998/mpub.11373292.cmp.85,"Crouching Tiger, Hidden Dragon (2000)",,2023,,NO,0.6,
"Yang, C., Wang, Y., Zhang, J., Zhang, H., Lin, Z., & Yuille, A. (2020). Meticulous object segmentation. arXiv preprint arXiv:2012.07181.",NO VERIFICABLE,,,,,2020,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Stepanov V. K. Iskusstvenny`i` intellekt i vozmozhnosti ego primeneniia v bibliotekakh // Intelligentciia i kul`tura: istoriia, sovremennost`, perspektivy` : materialy` mezhvuzovskoi` nauch. konf. 14–15 fevr. 1996 g. Kazan`, 1996. S. 110–111. URL: http://www.vadimstepanov.ru/f_texts/artif_tz.htm.",NO VERIFICABLE,,,,,1996,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Star Trek. n.d. “Fan Films.” StarTrek.com. https://www.startrek.com/fan-films.,NO VERIFICABLE,,,,,,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"(2024, January 28). Samsung Develops a Slim-Panel Holographic Video Display. Available online: https://techxplore.com/news/2020-11-samsung-slim-panel-holographic-video.html.",METADATOS DUDOSOS,Crossref,10.1038/s41467-020-19298-4,Slim-panel holographic video display,An,2024,2020,NO,1.0,Año citado (2024) no coincide con el registrado (2020)
Code de la santé publique. Article L6146-2. www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000020886676/2009-07-23.,METADATOS DUDOSOS,Crossref,10.4414/pc-f.2001.05093,Où va la gestion de la santé publique?,,2009,2001,NO,0.67,Año citado (2009) no coincide con el registrado (2001)
"Borton-Lawson Engineering, INC., 2008. Tookany / Tacony-Frankford Watershed Act 167 Stormwater Management Plan.",NO VERIFICABLE,,,,,2008,,,0.62,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Macville M, Schröck E, Padilla-Nash H, Keck C, Ghadimi BM, Zimonjic D, Popescu N, Ried T. 1999. Comprehensive and definitive molecular cytogenetic characterization of HeLa cells by spectral karyotyping. Cancer Res 59:141–150.",VERIFICADA,Crossref,10.1016/s0165-4608(97)90230-2,Spectral karyotyping,Schröck,1999,1997,NO,1.0,
"Bejatović, S. 2018. Alternativne krivične sankcije - regionalna krivična zakonodavstva, iskustva u primeni i unapređenja. Beograd: Misija OEBS-a u Srbiji.",NO VERIFICABLE,,,,,2018,,,0.19,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"<small>KIM, L.</small>, <small>GARG, S.</small>, <small>O’HALLORAN, A.</small>, <small>WHITAKER, M.</small>, <small>PHAM, H.</small>, <small>ANDERSON, E. J.</small>, <small>ARMISTEAD, I.</small>, <small>BENNETT, N. M.</small>, <small>BILLING, L.</small> et al. (2021). Risk factors for intensive care unit admission and in-hospital mortality among hospitalized adults identified through the US coronavirus disease 2019 (COVID-19)-associated hospitalization surveillance network (COVID-NET). <i>Clin. Infect. Dis.</i> <b>72</b> e206–e214.",VERIFICADA,Crossref,10.1002/smll.201970100,Masthead: (Small 19/2019),,2021,2019,NO,0.67,
"Cunill Semanat, E. (2017). Activity of Apoptotic Peptides in Model Membranes. Biomedicine and Biotechnology. [Ph.D. Thesis, Universitat de València].",NO VERIFICABLE,,,,,2017,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Kushalappa, A. (2018). A comparative study on the locus of control of athletes and non-athletes of Kodagu district.",VERIFICADA,Crossref,10.37506/ijop.v8i2.1268,A Comparative Study of Sleep Quality in Athletes &amp; Non Athletes,,2018,2020,NO,0.67,
"Schwartz, S. J., Cooperstone, J. L., Cichon, M. J., Elbe, J. H. V., & Giusti, M. M. (2017). Colorants. In S. Damodaran, K. L. Parkin, & O. R. Fennema (Eds.), Fennema’s food chemistry (5° (pp. 680–752). Taylor & Francis.",METADATOS DUDOSOS,Crossref,10.1201/9781420020526,Fennema's Food Chemistry,,2017,2007,NO,1.0,Año citado (2017) no coincide con el registrado (2007)
(2023). Digital Twin—Concepts and Terminology (Standard No. ISO/IEC 30173:2023).,VERIFICADA,Crossref,10.3403/30427894,Digital twin � Concepts and terminology,,2023,,NO,1.0,
"Bajrami, A. (2005). Demokracia parlamentare [Parliamentary democracy]. University of Pristina.",METADATOS DUDOSOS,Crossref,10.1093/oxfordjournals.pa.a052860,PARLIAMENTARY DEMOCRACY AND POLL DEMOCRACY,,2005,1955,NO,0.75,Año citado (2005) no coincide con el registrado (1955)
"Oksanen, J., Blanchet, F.G., Kindt, R., Legendre, P., Minchin, P.R., O’Hara, R., Simpson, G.L., Solymos, P., Stevens, M.H.H., Wagner, H., 2013. Package ‘vegan’. Community ecology package version 2, 1-295.",METADATOS DUDOSOS,Crossref,10.32614/cran.package.vegan,vegan: Community Ecology Package,Oksanen,2013,2001,NO,1.0,Año citado (2013) no coincide con el registrado (2001)
(AHDEL) American Heritage Dictionary of the English Language. https://www.ahdictionary.com/.,VERIFICADA,Crossref,10.2307/812832,The American Heritage Dictionary of the English Language,Wells,,1970,NO,1.0,
Organisation for Economic Co-operation and Development. (2021). Government at a glance 2021. OECD Publishing.,VERIFICADA,Crossref,10.4324/9781003179900-102,Organisation for Economic Co-Operation and Development—OECD,Canton,2021,2021,NO,1.0,
"Hajj Chehade, N., Ozisik, P., Gomez, J., Ramos, F., and Pottie, G. (September, January 28). Detecting Stumbles with a Single Accelerometer. Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS, San Diego, CA, USA.",VERIFICADA,Crossref,10.1109/embc.2012.6347527,Detecting stumbles with a single accelerometer,Chehade,,2012,NO,1.0,
"Registered nurses’ association of Ontario. (2018). Registered nurses’ association of Ontario best practice guideline breastfeeding-promoting and supporting the initiation, exclusivity, and continuation of breastfeeding for newborns, infants, and young children. Breastfeeding - Promoting and Supporting the Initiation, Exclusivity, and Continuation of Breastfeeding in Newborns, Infants and Young Children | RNAO.ca. https://rnao.ca/bpg/guidelines/breastfeeding-promoting-and-supporting-initiation-exclusivity-and-continuation",VERIFICADA,Crossref,10.1201/b21782-7,Supporting the continuation of breastfeeding,,2018,2018,NO,1.0,
"YouTube, (2012), Zvose Zvinhu Tinipo Zvedu, United Methodist Church, Addison Illinois (March 8, 2012) Available Online, https://www.youtube.com/watch?v=POpDpjADCPU, Accessed (November 17, 2024).",NO VERIFICABLE,,,,,2012,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Hu Z H. Anatomy of plant secretory structures (in Chinese). Shanghai: Shanghai Sci Tech Press, 2012. 221–234 [胡正海. 植物分泌结构解剖学. 上海: 上海出版社, 2012. 221–234].",NO VERIFICABLE,,,,,2012,,,0.75,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Lenz J. M. R. Werke und Briefe in drei Banden. Hrsg. von S. Damm. Leipzig: Insel, 1987. Bd. 2. 958 S. Bd. 3. 994 S.",VERIFICADA,Crossref,10.2307/406272,Werke und Briefe in drei Banden,Wurst,1987,1988,NO,1.0,
"L. Bar, N. Sochen, Unsupervised Deep Learning Algorithm for PDE-based Forward and Inverse Problems, ArXiv abs/1904.05417 (2019).",NO VERIFICABLE,,,,,1904,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Pengpai News. Luo Tianyi's Live Broadcast Attracts Nearly 3 Million Viewers... Is Virtual Idol, Li Jiaqi's Rice Bowl under Threat? [Internet]. Available: https://baijiahao.baidu.com/s?id=1665588458524442189&wfr=spider&for=pc&searchword",NO VERIFICABLE,,,,,,,,0.11,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Acharya, A., and Raje, M. (2000, January 14–17). MAPbox: Using parameterized behavior classes to confine untrusted applications. Proceedings of the 9th USENIX Security Symposium, Denver, CO, USA.",NO VERIFICABLE,,,,,2000,,,0.23,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
GISP - Global Invasive Species Programme (2023) April 5. https://www.gisp.org/,METADATOS DUDOSOS,Crossref,10.4337/9781781008645.00007,Preface The Global Invasive Species Program (GISP),,2023,2000,NO,0.67,Año citado (2023) no coincide con el registrado (2000)
"<small>Adams, R. A.</small> and <small>Fournier, J. J. F.</small> (2003). <i>Sobolev Spaces</i>, 2nd ed. <i>Pure and Applied Mathematics</i> (<i>Amsterdam</i>) <b>140</b>. Elsevier/Academic Press, Amsterdam.",VERIFICADA,Crossref,10.1016/s0079-8169(03)80010-7,Orlicz Spaces and Orlicz-Sobolev Spaces,,2003,2003,NO,0.6,
HM Chief Inspector of Prisons (2010) Muslim Prisoners’ Experiences: A Thematic Review. London: HM Chief Inspector of Prisons.,NO VERIFICABLE,,,,,2010,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
